"Category","Sub Category","Organization Type","Name","Address","Address2","City","County","State","Zip Code","Lat","Long","Email","Website","Description","CPG Number","CPG Issued On","Electricity Type","Utility","Owner","Stream","Project Team","Installation Date","Funding Source","Funding Amount","Financed By","System Specs","Capacity kW","Annual Production (kWh)","Energy Production Link","Annual Electricity Saved (kWh)","Capacity (MMBTU)","Annual Production (MMBTU)","Annual MMBTU Saved"
"Solar","Roof-Mounted PV","Residential","602 Old Hollow Rd.","602 Old Hollow Rd.","","Ferrisburgh","Addison County","Vermont","05473","44.258784","-73.216086","","","5172","","","Net Metered","Green Mountain Power","","","SunCommon","2014-04-30","","","","","6.84","","","","","",""
"Solar","Roof-Mounted PV","Residential","42 Dirt Drive","42 Dirt Drive","","Ferrisburgh","Addison County","Vermont","05473","44.25821","-73.23869999999999","","","44398","19-1532","2019-06-08","Net Metered","Green Mountain Power","","","Standard Electrical Construction Corp.","2019-07-11","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","109 hand Road","109 hand Road","","Ferrisburgh","Addison County","Vermont","05473","44.24543167","-73.20103333","","","33096","14-4495","","Net Metered","Green Mountain Power","","","Sunrun Inc","2018-04-20","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","2038 Greenbush Rd","2038 Greenbush Rd","","Ferrisburgh","Addison County","Vermont","05473","44.25371","-73.24724999999999","","","12989","","","Net Metered","Green Mountain Power","","","SunCommon","2015-09-09","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","170 High Meadow Road","170 High Meadow Road","","Ferrisburgh","Addison County","Vermont","05473","44.24987933","-73.20181767","","","42412","19-0867","2019-04-13","Net Metered","Green Mountain Power","","","Solar Communities","2019-05-01","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","616 Four Winds Road","616 Four Winds Road","","Ferrisburgh","Addison County","Vermont","05473","44.251335","-73.21151999999999","","","11128","","","Net Metered","Green Mountain Power","","","SunCommon","2015-05-11","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","647 Old Hollow Road","647 Old Hollow Road","","Ferrisburgh","Addison County","Vermont","05473","44.25938","-73.21536999999999","","","41185","18-3643","","Net Metered","Green Mountain Power","","","Solar Communities","2018-12-20","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","381 Bennett Road","381 Bennett Road","","Ferrisburgh","Addison County","Vermont","05473","44.24127","-73.17055000000001","","","36742","18-1336","","Net Metered","Green Mountain Power","","","Solar City Corporation","2019-01-09","","","","","14.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","1168 Four Winds Rd.","1168 Four Winds Rd.","","Ferrisburgh","Addison County","Vermont","05477","44.25907","-73.21109","","","5631","","","Net Metered","Green Mountain Power","","","SunCommon","2014-06-02","","","","","3.42","","","","","",""
"Solar","Roof-Mounted PV","Residential","288 Sand Road","288 Sand Road","","Ferrisburgh","Addison County","Vermont","05491","44.17057","-73.27807","","","7026","","","Net Metered","Green Mountain Power","","","Bristol Electronics","2014-09-23","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","1297 SAND ROAD","1297 SAND ROAD","","Ferrisburgh","Addison County","Vermont","05491","44.17514","-73.2946","","","5318","3628","2014-03-09","Net Metered","Green Mountain Power","","","SunCommon","2014-05-23","Vermont Small-Scale Renewable Energy Incentive Program","","","","3.42","","","","","",""
"Solar","Roof-Mounted PV","Residential","2149 Plank Rd.","2149 Plank Rd.","","Ferrisburgh","Addison County","Vermont","05491","44.15995617","-73.19252483","","","4646","","","Net Metered","Green Mountain Power","","","SunCommon","2013-12-16","","","","","4.56","","","","","",""
"Solar","Roof-Mounted PV","Residential","271 Plank Rd","271 Plank Rd","","Ferrisburgh","Addison County","Vermont","05491","44.16298","-73.22942","","","565","#NM-541","","Net Metered","Green Mountain Power","","","USA Solar Store","2009-05-04","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","1472 Monkton Road","1472 Monkton Road","","Ferrisburgh","Addison County","Vermont","05491","44.17461","-73.21248","","","16207","","","Net Metered","Green Mountain Power","","","SunCommon","2016-01-04","","","","","5.67","","","","","",""
"Solar","Roof-Mounted PV","Residential","630 Laduc Road","630 Laduc Road","","Ferrisburgh","Addison County","Vermont","05491","44.156499","-73.185058","","","34759","18-0310","2018-02-21","Net Metered","Green Mountain Power","","","Solar Communities","2018-04-26","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","118 Button Bay Lane","118 Button Bay Lane","","Ferrisburgh","Addison County","Vermont","05491","44.17544717","-73.35047383","","","3989","#NM-3246","","Net Metered","Green Mountain Power","","","Bristol Electronics","2013-11-19","","","","","9.23","","","","","",""
"Solar","Roof-Mounted PV","Residential","178 Basin Harbor Rd","178 Basin Harbor Rd","","Ferrisburgh","Addison County","Vermont","05491","44.163804","-73.293598","","","14166","#NM-6514","","Net Metered","Green Mountain Power","","","SunCommon","2015-09-28","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","238 Brunet Ln.","238 Brunet Ln.","","Ferrisburgh","Addison County","Vermont","05491","44.17373","-73.19274","","","5912","","","Net Metered","Green Mountain Power","","","SunCommon","2014-06-13","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","529 Stage Rd","529 Stage Rd","","Ferrisburgh","Addison County","Vermont","05673","44.25677517","-73.23851333","","","21541","","","Net Metered","Green Mountain Power","","","SunCommon","2016-09-13","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Farm","Buck Hollow Farm, Inc.","2150 Buck Hollow Road","","Fletcher","Franklin County","Vermont","05444","44.750994","-72.97499500000001","","","49","549","2008-10-08","Net Metered","Vermont Electric Coop","","","","2009-04-01","","","","","11.88","","","","","",""
"Solar","Roof-Mounted PV","Residential","2170 Kinsley Rd","2170 Kinsley Rd","","Fletcher","Franklin County","Vermont","05444","44.72146","-72.84404000000001","","","14","183","2005-09-19","Net Metered","Vermont Electric Coop","","","","2006-09-19","","","","","0.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","495 Lloyd Road","495 Lloyd Road","","Fletcher","Franklin County","Vermont","05444","44.74197","-72.97886","","","423","3310","2014-04-30","Net Metered","Vermont Electric Coop","","","VT Solar","2014-12-02","","","","","2.91","","","","","",""
"Solar","Roof-Mounted PV","Residential","1541 Fairfax Road","1541 Fairfax Road","","Fletcher","Franklin County","Vermont","05444","44.67244","-72.94007000000001","","","23055","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-10-25","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","1078 River Road","1078 River Road","","Fletcher","Franklin County","Vermont","05444","44.65203","-72.91110999999999","","","9150","","","Net Metered","Green Mountain Power","","","Metruk's Electrical Contracting","2013-04-11","","","","","3.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","168 STONE LANE","168 STONE LANE","","Fletcher","Franklin County","Vermont","05444","44.66934","-72.9277","","","16475","7353","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-04-07","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","1175 School Rd.","1175 School Rd.","","Fletcher","Franklin County","Vermont","05444","44.66234","-72.91551","","","30773","17-3116-NMR","","Net Metered","Green Mountain Power","","","Solar Communities","2017-10-27","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","819 Fairfax Road","819 Fairfax Road","","Fletcher","Franklin County","Vermont","05444","44.67452","-72.92498000000001","","","17901","","","Net Metered","Green Mountain Power","","","SunCommon","2016-03-18","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","172 Oustinoff Road","172 Oustinoff Road","","Fletcher","Franklin County","Vermont","05444","44.665335","-72.919155","","","16272","","","Net Metered","Green Mountain Power","","","SunCommon","2016-02-22","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","85 The Hill","85 The Hill","","Fletcher","Franklin County","Vermont","05444","44.66046","-72.90573000000001","","","41101","18-4156","2018-12-26","Net Metered","Green Mountain Power","","","Building Energy","2019-05-03","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","50 Mountain View Drive","50 Mountain View Drive","","Fletcher","Franklin County","Vermont","05444","44.66843","-72.89107","","","22167","#NM-17-4260","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-01-25","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","17 Rushford Rd","17 Rushford Rd","","Fletcher","Franklin County","Vermont","05444","44.68443433","-72.88530733","","","6461","","","Net Metered","Green Mountain Power","","","SunCommon","2014-06-16","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","523 Shaw Road","523 Shaw Road","","Fletcher","Franklin County","Vermont","05444","44.67449","-72.91907999999999","","","20932","","","Net Metered","Green Mountain Power","","","SunCommon","2016-07-19","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","78 Oustinoff Road","78 Oustinoff Road","","Fletcher","Franklin County","Vermont","05444","44.66572","-72.9213","","","20222","#NM-17-4722","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-01","","","","","9.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","468 School Rd","468 School Rd","","Fletcher","Franklin County","Vermont","05444","44.66855","-72.92367","","","41624","19-0281","","Net Metered","Green Mountain Power","","","Sunrun, Inc.","2019-04-10","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","27 Cambridge Road","27 Cambridge Road","","Fletcher","Franklin County","Vermont","05444","44.68336583","-72.91299316999999","","","44176","19-1379","2019-05-29","Net Metered","Green Mountain Power","","","Solar Communities","2019-06-05","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","481 Cambridge Rd","481 Cambridge Rd","","Fletcher","Franklin County","Vermont","05444","44.68554","-72.90655","","","39687","18-2976","","Net Metered","Green Mountain Power","","","Solar Communities","2018-09-21","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","5555 Fairfield Road","5555 Fairfield Road","","Fletcher","Franklin County","Vermont","05444","44.74655","-72.95180000000001","","","421","3798","2014-04-26","Net Metered","Vermont Electric Coop","","","Nunez Electric","2014-06-12","","","","","12.77","","","","","",""
"Solar","Roof-Mounted PV","Residential","626 Slattery Rd","626 Slattery Rd","","Fletcher","Franklin County","Vermont","05448","44.70279","-72.94925000000001","","","1474","18-3317","2018-09-27","Net Metered","Vermont Electric Coop","","","Solar Communities","2018-10-24","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","115 Ryan's Way","115 Ryan's Way","","Fletcher","Franklin County","Vermont","05448","44.72899","-72.95202","","","1452","18-3046","2018-09-06","Net Metered","Vermont Electric Coop","","","Solar Communities","2018-10-01","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Farm","3676 Morses Line Road","3676 Morses Line Road","","Franklin","Franklin County","Vermont","05457","45.00577","-72.97159000000001","","","1305","18-1516","2018-05-29","Group Net Metered","Vermont Electric Coop","","","SunCommon","2018-09-01","","","","","74.40000000000001","","","","","",""
"Solar","Roof-Mounted PV","Residential","1212 Dewing Rd","1212 Dewing Rd","","Franklin","Franklin County","Vermont","05444","44.97938","-72.8365","","","219","2067","2012-07-05","Net Metered","Vermont Electric Coop","","","Self","2012-10-24","","","","","15","","","","","",""
"Solar","Roof-Mounted PV","Residential","20 Hawley Road","20 Hawley Road","","Franklin","Franklin County","Vermont","05454","44.68153","-73.01227","","","41996","19-0575","2019-03-19","Net Metered","Green Mountain Power","","","Sunrun, Inc.","2019-06-07","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","857 Middle Rd","857 Middle Rd","","Franklin","Franklin County","Vermont","05457","44.9973","-72.90724","","","1230","18-0558","2018-03-06","Net Metered","Vermont Electric Coop","","","SolarCity","2018-04-13","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","68 Rice Hill Rd","68 Rice Hill Rd","","Franklin","Franklin County","Vermont","05457","44.9191","-72.96138000000001","","","1562","18-4085","2018-12-03","Net Metered","Vermont Electric Coop","","","Solar Communities","2019-01-07","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","1350 Towle Neighborhood Road","1350 Towle Neighborhood Road","","Franklin","Franklin County","Vermont","05457","44.96222833","-72.84517882999999","","","437","3891","2014-05-14","Net Metered","Vermont Electric Coop","","","SunCommon","2014-10-09","","","","","5.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","209 Lake Rd","209 Lake Rd","","Franklin","Franklin County","Vermont","05457","44.9868108","-72.91306174","","","355","3009","2013-07-10","Net Metered","Vermont Electric Coop","","","","2013-10-15","","","","","5.93","","","","","",""
"Solar","Roof-Mounted PV","Residential","Mullen Shore Road","Mullen Shore Road","","Franklin","Franklin County","Vermont","05457","44.96953403","-72.88790731","","","1826","19-2584","2019-06-28","Net Metered","Vermont Electric Coop","","","Solar Communities, (DBA) SunCommon","2019-08-29","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","1005 Swamp Rd","1005 Swamp Rd","","Franklin","Franklin County","Vermont","05457","44.94069667","-72.87984817","","","1446","18-2960","2018-08-30","Net Metered","Vermont Electric Coop","","","Sunrun, Inc.","2018-10-17","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","3459 Rice Hill Rd","3459 Rice Hill Rd","","Franklin","Franklin County","Vermont","05457","44.94044","-72.90721000000001","","","660","6838","2015-10-07","Net Metered","Vermont Electric Coop","","","SunCommon","2015-12-03","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","138 Gallup Rd","138 Gallup Rd","","Franklin","Franklin County","Vermont","05457","44.99091","-72.86512","","","983","17-2992","2017-04-29","Net Metered","Vermont Electric Coop","","","SolarCity","2017-07-03","","","","","7.53","","","","","",""
